,function.,variable,copy_number,plant_nr
1447,09107 Glycan biosynthesis and metabolism,J23_B,3.140711363,J23
1448,09108 Metabolism of cofactors and vitamins,J23_B,4.646858243,J23
1449,09122 Translation,J23_B,11.70784621,J23
1450,09124 Replication and repair,J23_B,1.01325969,J23
1451,09131 Membrane transport,J23_B,1.972248429,J23
1452,09132 Signal transduction,J23_B,1.628890766,J23
1453,09142 Cell motility,J23_B,4.178643105,J23
1454,09181 Protein families: metabolism,J23_B,2.28981184,J23
1455,09182 Protein families: genetic information processing,J23_B,9.537723242,J23
1456,09183 Protein families: signaling and cellular processes,J23_B,4.161571571,J23
1457,09191 Unclassified: metabolism,J23_B,5.329189953,J23
1458,Other,J23_B,4.570202718,J23
1459,09101 Carbohydrate metabolism,J23_C,16.61281969,J23
1460,09102 Energy metabolism,J23_C,8.46482055,J23
1461,09103 Lipid metabolism,J23_C,4.345024199,J23
1462,09104 Nucleotide metabolism,J23_C,3.645532105,J23
1463,09105 Amino acid metabolism,J23_C,9.416809062,J23
1464,09106 Metabolism of other amino acids,J23_C,1.638889854,J23
1465,09107 Glycan biosynthesis and metabolism,J23_C,3.416524322,J23
1466,09108 Metabolism of cofactors and vitamins,J23_C,4.616111977,J23
1467,09122 Translation,J23_C,13.23640266,J23
1468,09124 Replication and repair,J23_C,1.097662172,J23
1469,09131 Membrane transport,J23_C,1.720371062,J23
1470,09132 Signal transduction,J23_C,1.678902297,J23
1471,09142 Cell motility,J23_C,4.511086954,J23
1472,09181 Protein families: metabolism,J23_C,2.268668473,J23
1473,09182 Protein families: genetic information processing,J23_C,9.79811852,J23
1474,09183 Protein families: signaling and cellular processes,J23_C,4.602309614,J23
1475,09191 Unclassified: metabolism,J23_C,4.680131722,J23
1476,Other,J23_C,4.249814773,J23
1477,09101 Carbohydrate metabolism,J24_A,16.94219389,J24
1478,09102 Energy metabolism,J24_A,8.82192062,J24
1479,09103 Lipid metabolism,J24_A,4.712906799,J24
1480,09104 Nucleotide metabolism,J24_A,3.472209988,J24
1481,09105 Amino acid metabolism,J24_A,9.562557029,J24
1482,09106 Metabolism of other amino acids,J24_A,1.844930946,J24
1483,09107 Glycan biosynthesis and metabolism,J24_A,3.21798184,J24
1484,09108 Metabolism of cofactors and vitamins,J24_A,4.745936339,J24
1485,09122 Translation,J24_A,12.5206878,J24
1486,09124 Replication and repair,J24_A,1.077617697,J24
1487,09131 Membrane transport,J24_A,1.704379031,J24
1488,09132 Signal transduction,J24_A,1.563061795,J24
1489,09142 Cell motility,J24_A,4.175148823,J24
1490,09181 Protein families: metabolism,J24_A,2.221463332,J24
1491,09182 Protein families: genetic information processing,J24_A,9.535235452,J24
1492,09183 Protein families: signaling and cellular processes,J24_A,4.420845625,J24
1493,09191 Unclassified: metabolism,J24_A,5.124448858,J24
1494,Other,J24_A,4.336474138,J24
1495,09101 Carbohydrate metabolism,J24_B,16.85627435,J24
1496,09102 Energy metabolism,J24_B,8.930859102,J24
1497,09103 Lipid metabolism,J24_B,4.712300764,J24
1498,09104 Nucleotide metabolism,J24_B,3.441532793,J24
1499,09105 Amino acid metabolism,J24_B,9.517339203,J24
1500,09106 Metabolism of other amino acids,J24_B,1.859690007,J24
1501,09107 Glycan biosynthesis and metabolism,J24_B,3.249307603,J24
1502,09108 Metabolism of cofactors and vitamins,J24_B,4.729311024,J24
1503,09122 Translation,J24_B,12.58218634,J24
1504,09124 Replication and repair,J24_B,1.053783474,J24
1505,09131 Membrane transport,J24_B,1.641084175,J24
1506,09132 Signal transduction,J24_B,1.567376709,J24
1507,09142 Cell motility,J24_B,4.311888111,J24
1508,09181 Protein families: metabolism,J24_B,2.196253914,J24
1509,09182 Protein families: genetic information processing,J24_B,9.571866201,J24
1510,09183 Protein families: signaling and cellular processes,J24_B,4.473756031,J24
1511,09191 Unclassified: metabolism,J24_B,5.001911198,J24
1512,Other,J24_B,4.303278994,J24
1513,09101 Carbohydrate metabolism,J24_C,16.20340701,J24
1514,09102 Energy metabolism,J24_C,8.460935547,J24
1515,09103 Lipid metabolism,J24_C,4.191606874,J24
1516,09104 Nucleotide metabolism,J24_C,3.673246162,J24
1517,09105 Amino acid metabolism,J24_C,9.360995474,J24
1518,09106 Metabolism of other amino acids,J24_C,1.535862477,J24
1519,09107 Glycan biosynthesis and metabolism,J24_C,3.577357848,J24
1520,09108 Metabolism of cofactors and vitamins,J24_C,4.614689674,J24
1521,09122 Translation,J24_C,13.79408404,J24
1522,09124 Replication and repair,J24_C,1.108521166,J24
1523,09131 Membrane transport,J24_C,1.600581237,J24
1524,09132 Signal transduction,J24_C,1.691499131,J24
1525,09142 Cell motility,J24_C,4.726559125,J24
1526,09181 Protein families: metabolism,J24_C,2.248783135,J24
1527,09182 Protein families: genetic information processing,J24_C,9.898589421,J24
1528,09183 Protein families: signaling and cellular processes,J24_C,4.790692146,J24
1529,09191 Unclassified: metabolism,J24_C,4.374956001,J24
1530,Other,J24_C,4.147633528,J24
1531,09101 Carbohydrate metabolism,J3_A,16.8820921,J3
1532,09102 Energy metabolism,J3_A,8.658124855,J3
1533,09103 Lipid metabolism,J3_A,4.615801779,J3
1534,09104 Nucleotide metabolism,J3_A,3.46601708,J3
1535,09105 Amino acid metabolism,J3_A,9.589707295,J3
1536,09106 Metabolism of other amino acids,J3_A,1.864285714,J3
1537,09107 Glycan biosynthesis and metabolism,J3_A,3.278638549,J3
1538,09108 Metabolism of cofactors and vitamins,J3_A,4.721942482,J3
1539,09122 Translation,J3_A,12.44379661,J3
1540,09124 Replication and repair,J3_A,1.080470088,J3
1541,09131 Membrane transport,J3_A,1.634806672,J3
1542,09132 Signal transduction,J3_A,1.608582254,J3
1543,09142 Cell motility,J3_A,4.345997276,J3
1544,09181 Protein families: metabolism,J3_A,2.201724142,J3
1545,09182 Protein families: genetic information processing,J3_A,9.567646098,J3
1546,09183 Protein families: signaling and cellular processes,J3_A,4.527602641,J3
1547,09191 Unclassified: metabolism,J3_A,5.073964102,J3
1548,Other,J3_A,4.438800268,J3
1549,09101 Carbohydrate metabolism,J3_B,16.88428408,J3
1550,09102 Energy metabolism,J3_B,8.86212769,J3
1551,09103 Lipid metabolism,J3_B,4.720194476,J3
1552,09104 Nucleotide metabolism,J3_B,3.41621037,J3
1553,09105 Amino acid metabolism,J3_B,9.55793878,J3
1554,09106 Metabolism of other amino acids,J3_B,1.912494807,J3
1555,09107 Glycan biosynthesis and metabolism,J3_B,3.285778261,J3
1556,09108 Metabolism of cofactors and vitamins,J3_B,4.738877755,J3
1557,09122 Translation,J3_B,12.40118778,J3
1558,09124 Replication and repair,J3_B,1.051575034,J3
1559,09131 Membrane transport,J3_B,1.615769744,J3
1560,09132 Signal transduction,J3_B,1.572012433,J3
1561,09142 Cell motility,J3_B,4.314520325,J3
1562,09181 Protein families: metabolism,J3_B,2.18786133,J3
1563,09182 Protein families: genetic information processing,J3_B,9.531370618,J3
1564,09183 Protein families: signaling and cellular processes,J3_B,4.513983763,J3
1565,09191 Unclassified: metabolism,J3_B,5.061717875,J3
1566,Other,J3_B,4.372094876,J3
1567,09101 Carbohydrate metabolism,J3_C,16.37805093,J3
1568,09102 Energy metabolism,J3_C,8.494693712,J3
1569,09103 Lipid metabolism,J3_C,4.346553071,J3
1570,09104 Nucleotide metabolism,J3_C,3.585655813,J3
1571,09105 Amino acid metabolism,J3_C,9.524419939,J3
1572,09106 Metabolism of other amino acids,J3_C,1.753174034,J3
1573,09107 Glycan biosynthesis and metabolism,J3_C,3.431493032,J3
1574,09108 Metabolism of cofactors and vitamins,J3_C,4.581495914,J3
1575,09122 Translation,J3_C,13.15571346,J3
1576,09124 Replication and repair,J3_C,1.109102,J3
1577,09131 Membrane transport,J3_C,1.579040606,J3
1578,09132 Signal transduction,J3_C,1.671834168,J3
1579,09142 Cell motility,J3_C,4.745124995,J3
1580,09181 Protein families: metabolism,J3_C,2.141901289,J3
1581,09182 Protein families: genetic information processing,J3_C,9.819874412,J3
1582,09183 Protein families: signaling and cellular processes,J3_C,4.701988597,J3
1583,09191 Unclassified: metabolism,J3_C,4.631264414,J3
1584,Other,J3_C,4.348619605,J3
1585,09101 Carbohydrate metabolism,J4_A,16.93734575,J4
1586,09102 Energy metabolism,J4_A,8.747056547,J4
1587,09103 Lipid metabolism,J4_A,4.711171637,J4
1588,09104 Nucleotide metabolism,J4_A,3.403557129,J4
1589,09105 Amino acid metabolism,J4_A,9.617620942,J4
1590,09106 Metabolism of other amino acids,J4_A,1.903328085,J4
1591,09107 Glycan biosynthesis and metabolism,J4_A,3.200327213,J4
1592,09108 Metabolism of cofactors and vitamins,J4_A,4.790029018,J4
1593,09122 Translation,J4_A,12.02820114,J4
1594,09124 Replication and repair,J4_A,1.079128264,J4
1595,09131 Membrane transport,J4_A,1.710735358,J4
1596,09132 Signal transduction,J4_A,1.625729942,J4
1597,09142 Cell motility,J4_A,4.079065904,J4
1598,09181 Protein families: metabolism,J4_A,2.226497969,J4
1599,09182 Protein families: genetic information processing,J4_A,9.444085277,J4
1600,09183 Protein families: signaling and cellular processes,J4_A,4.594646205,J4
1601,09191 Unclassified: metabolism,J4_A,5.341058333,J4
1602,Other,J4_A,4.560415285,J4
1603,09101 Carbohydrate metabolism,J4_B,16.89858069,J4
1604,09102 Energy metabolism,J4_B,8.779543752,J4
1605,09103 Lipid metabolism,J4_B,4.66585214,J4
1606,09104 Nucleotide metabolism,J4_B,3.514507007,J4
1607,09105 Amino acid metabolism,J4_B,9.490792116,J4
1608,09106 Metabolism of other amino acids,J4_B,1.788880486,J4
1609,09107 Glycan biosynthesis and metabolism,J4_B,3.39037261,J4
1610,09108 Metabolism of cofactors and vitamins,J4_B,4.667244693,J4
1611,09122 Translation,J4_B,12.63757083,J4
1612,09124 Replication and repair,J4_B,1.056176795,J4
1613,09131 Membrane transport,J4_B,1.536540901,J4
1614,09132 Signal transduction,J4_B,1.618614949,J4
1615,09142 Cell motility,J4_B,4.387049888,J4
1616,09181 Protein families: metabolism,J4_B,2.161250273,J4
1617,09182 Protein families: genetic information processing,J4_B,9.690219999,J4
1618,09183 Protein families: signaling and cellular processes,J4_B,4.621130086,J4
1619,09191 Unclassified: metabolism,J4_B,4.869678427,J4
1620,Other,J4_B,4.225994357,J4
1621,09101 Carbohydrate metabolism,J4_C,16.67267223,J4
1622,09102 Energy metabolism,J4_C,8.639607695,J4
1623,09103 Lipid metabolism,J4_C,4.541373725,J4
1624,09104 Nucleotide metabolism,J4_C,3.570987403,J4
1625,09105 Amino acid metabolism,J4_C,9.502751087,J4
1626,09106 Metabolism of other amino acids,J4_C,1.746304944,J4
1627,09107 Glycan biosynthesis and metabolism,J4_C,3.453316927,J4
1628,09108 Metabolism of cofactors and vitamins,J4_C,4.668273963,J4
1629,09122 Translation,J4_C,12.85086076,J4
1630,09124 Replication and repair,J4_C,1.074816811,J4
1631,09131 Membrane transport,J4_C,1.538877988,J4
1632,09132 Signal transduction,J4_C,1.644424592,J4
1633,09142 Cell motility,J4_C,4.432678852,J4
1634,09181 Protein families: metabolism,J4_C,2.168215484,J4
1635,09182 Protein families: genetic information processing,J4_C,9.725250368,J4
1636,09183 Protein families: signaling and cellular processes,J4_C,4.706958984,J4
1637,09191 Unclassified: metabolism,J4_C,4.812934021,J4
1638,Other,J4_C,4.249694165,J4
1639,09101 Carbohydrate metabolism,J5_A,16.94944856,J5
1640,09102 Energy metabolism,J5_A,8.719563075,J5
1641,09103 Lipid metabolism,J5_A,4.721966372,J5
1642,09104 Nucleotide metabolism,J5_A,3.455570755,J5
1643,09105 Amino acid metabolism,J5_A,9.557285152,J5
1644,09106 Metabolism of other amino acids,J5_A,1.844286955,J5
1645,09107 Glycan biosynthesis and metabolism,J5_A,3.247332505,J5
1646,09108 Metabolism of cofactors and vitamins,J5_A,4.801520467,J5
1647,09122 Translation,J5_A,12.24975651,J5
1648,09124 Replication and repair,J5_A,1.103302958,J5
1649,09131 Membrane transport,J5_A,1.663019231,J5
1650,09132 Signal transduction,J5_A,1.596459518,J5
1651,09142 Cell motility,J5_A,3.961372189,J5
1652,09181 Protein families: metabolism,J5_A,2.238238416,J5
1653,09182 Protein families: genetic information processing,J5_A,9.472606453,J5
1654,09183 Protein families: signaling and cellular processes,J5_A,4.645460303,J5
1655,09191 Unclassified: metabolism,J5_A,5.327422848,J5
1656,Other,J5_A,4.44538773,J5
1657,09101 Carbohydrate metabolism,J5_B,16.89115586,J5
1658,09102 Energy metabolism,J5_B,8.715337705,J5
1659,09103 Lipid metabolism,J5_B,4.642960072,J5
1660,09104 Nucleotide metabolism,J5_B,3.494599154,J5
1661,09105 Amino acid metabolism,J5_B,9.482211961,J5
1662,09106 Metabolism of other amino acids,J5_B,1.82530964,J5
1663,09107 Glycan biosynthesis and metabolism,J5_B,3.423649859,J5
1664,09108 Metabolism of cofactors and vitamins,J5_B,4.672035163,J5
1665,09122 Translation,J5_B,12.5161878,J5
1666,09124 Replication and repair,J5_B,1.059266981,J5
1667,09131 Membrane transport,J5_B,1.500399499,J5
1668,09132 Signal transduction,J5_B,1.627377776,J5
1669,09142 Cell motility,J5_B,4.408887353,J5
1670,09181 Protein families: metabolism,J5_B,2.139728312,J5
1671,09182 Protein families: genetic information processing,J5_B,9.663144517,J5
1672,09183 Protein families: signaling and cellular processes,J5_B,4.710630169,J5
1673,09191 Unclassified: metabolism,J5_B,4.959862047,J5
1674,Other,J5_B,4.267256132,J5
1675,09101 Carbohydrate metabolism,J5_C,16.53082262,J5
1676,09102 Energy metabolism,J5_C,8.635874966,J5
1677,09103 Lipid metabolism,J5_C,4.457521807,J5
1678,09104 Nucleotide metabolism,J5_C,3.593479236,J5
1679,09105 Amino acid metabolism,J5_C,9.521246741,J5
1680,09106 Metabolism of other amino acids,J5_C,1.729994627,J5
1681,09107 Glycan biosynthesis and metabolism,J5_C,3.398389205,J5
1682,09108 Metabolism of cofactors and vitamins,J5_C,4.628277248,J5
1683,09122 Translation,J5_C,13.11856288,J5
1684,09124 Replication and repair,J5_C,1.10650321,J5
1685,09131 Membrane transport,J5_C,1.543548434,J5
1686,09132 Signal transduction,J5_C,1.619751899,J5
1687,09142 Cell motility,J5_C,4.618236931,J5
1688,09181 Protein families: metabolism,J5_C,2.196238973,J5
1689,09182 Protein families: genetic information processing,J5_C,9.728398697,J5
1690,09183 Protein families: signaling and cellular processes,J5_C,4.629374111,J5
1691,09191 Unclassified: metabolism,J5_C,4.679054262,J5
1692,Other,J5_C,4.264724151,J5
1693,09101 Carbohydrate metabolism,J6_A,16.79010083,J6
1694,09102 Energy metabolism,J6_A,8.742457005,J6
1695,09103 Lipid metabolism,J6_A,4.591559418,J6
1696,09104 Nucleotide metabolism,J6_A,3.487263681,J6
1697,09105 Amino acid metabolism,J6_A,9.410250705,J6
1698,09106 Metabolism of other amino acids,J6_A,1.769532068,J6
1699,09107 Glycan biosynthesis and metabolism,J6_A,3.398626384,J6
1700,09108 Metabolism of cofactors and vitamins,J6_A,4.686338515,J6
1701,09122 Translation,J6_A,12.3779656,J6
1702,09124 Replication and repair,J6_A,1.073411349,J6
1703,09131 Membrane transport,J6_A,1.600367737,J6
1704,09132 Signal transduction,J6_A,1.679833254,J6
1705,09142 Cell motility,J6_A,4.25110078,J6
1706,09181 Protein families: metabolism,J6_A,2.144102616,J6
1707,09182 Protein families: genetic information processing,J6_A,9.63992354,J6
1708,09183 Protein families: signaling and cellular processes,J6_A,4.917158716,J6
1709,09191 Unclassified: metabolism,J6_A,5.105200428,J6
1710,Other,J6_A,4.334807369,J6
1711,09101 Carbohydrate metabolism,J6_B,16.96958518,J6
1712,09102 Energy metabolism,J6_B,8.761771896,J6
1713,09103 Lipid metabolism,J6_B,4.647772284,J6
1714,09104 Nucleotide metabolism,J6_B,3.51626174,J6
1715,09105 Amino acid metabolism,J6_B,9.504893231,J6
1716,09106 Metabolism of other amino acids,J6_B,1.753670603,J6
1717,09107 Glycan biosynthesis and metabolism,J6_B,3.337517111,J6
1718,09108 Metabolism of cofactors and vitamins,J6_B,4.692881654,J6
1719,09122 Translation,J6_B,12.55739362,J6
1720,09124 Replication and repair,J6_B,1.068472529,J6
1721,09131 Membrane transport,J6_B,1.642052009,J6
1722,09132 Signal transduction,J6_B,1.617200566,J6
1723,09142 Cell motility,J6_B,4.224530952,J6
1724,09181 Protein families: metabolism,J6_B,2.217124667,J6
1725,09182 Protein families: genetic information processing,J6_B,9.617878629,J6
1726,09183 Protein families: signaling and cellular processes,J6_B,4.584316061,J6
1727,09191 Unclassified: metabolism,J6_B,4.984948054,J6
1728,Other,J6_B,4.301729212,J6
1729,09101 Carbohydrate metabolism,J6_C,16.60796897,J6
1730,09102 Energy metabolism,J6_C,8.523661096,J6
1731,09103 Lipid metabolism,J6_C,4.409675333,J6
1732,09104 Nucleotide metabolism,J6_C,3.623386771,J6
1733,09105 Amino acid metabolism,J6_C,9.548592233,J6
1734,09106 Metabolism of other amino acids,J6_C,1.705887131,J6
1735,09107 Glycan biosynthesis and metabolism,J6_C,3.422123018,J6
1736,09108 Metabolism of cofactors and vitamins,J6_C,4.601818957,J6
1737,09122 Translation,J6_C,13.18539559,J6
1738,09124 Replication and repair,J6_C,1.101051303,J6
1739,09131 Membrane transport,J6_C,1.599492237,J6
1740,09132 Signal transduction,J6_C,1.623425613,J6
1741,09142 Cell motility,J6_C,4.55971834,J6
1742,09181 Protein families: metabolism,J6_C,2.204124478,J6
1743,09182 Protein families: genetic information processing,J6_C,9.763506762,J6
1744,09183 Protein families: signaling and cellular processes,J6_C,4.554170119,J6
1745,09191 Unclassified: metabolism,J6_C,4.701803836,J6
1746,Other,J6_C,4.264198216,J6
1747,09101 Carbohydrate metabolism,J7_A,17.15702234,J7
1748,09102 Energy metabolism,J7_A,8.70611132,J7
1749,09103 Lipid metabolism,J7_A,4.719871573,J7
1750,09104 Nucleotide metabolism,J7_A,3.409720417,J7
1751,09105 Amino acid metabolism,J7_A,9.633627847,J7
1752,09106 Metabolism of other amino acids,J7_A,1.947229679,J7
1753,09107 Glycan biosynthesis and metabolism,J7_A,3.031943523,J7
1754,09108 Metabolism of cofactors and vitamins,J7_A,4.840350394,J7
1755,09122 Translation,J7_A,12.11762668,J7
1756,09124 Replication and repair,J7_A,1.068383457,J7
1757,09131 Membrane transport,J7_A,1.804566499,J7
1758,09132 Signal transduction,J7_A,1.570136675,J7
1759,09142 Cell motility,J7_A,4.150990115,J7
1760,09181 Protein families: metabolism,J7_A,2.289291577,J7
1761,09182 Protein families: genetic information processing,J7_A,9.405835886,J7
1762,09183 Protein families: signaling and cellular processes,J7_A,4.223917983,J7
1763,09191 Unclassified: metabolism,J7_A,5.398827227,J7
1764,Other,J7_A,4.5245468,J7
1765,09101 Carbohydrate metabolism,J7_B,17.27450073,J7
1766,09102 Energy metabolism,J7_B,8.713153665,J7
1767,09103 Lipid metabolism,J7_B,4.74090526,J7
1768,09104 Nucleotide metabolism,J7_B,3.373417896,J7
1769,09105 Amino acid metabolism,J7_B,9.671702812,J7
1770,09106 Metabolism of other amino acids,J7_B,1.956882685,J7
1771,09107 Glycan biosynthesis and metabolism,J7_B,2.980144878,J7
1772,09108 Metabolism of cofactors and vitamins,J7_B,4.820055513,J7
1773,09122 Translation,J7_B,11.84302199,J7
1774,09124 Replication and repair,J7_B,1.070197598,J7
1775,09131 Membrane transport,J7_B,1.834242763,J7
1776,09132 Signal transduction,J7_B,1.582879381,J7
1777,09142 Cell motility,J7_B,4.100356361,J7
1778,09181 Protein families: metabolism,J7_B,2.332012642,J7
1779,09182 Protein families: genetic information processing,J7_B,9.33862206,J7
1780,09183 Protein families: signaling and cellular processes,J7_B,4.216286902,J7
1781,09191 Unclassified: metabolism,J7_B,5.519514487,J7
1782,Other,J7_B,4.632102378,J7
1783,09101 Carbohydrate metabolism,J7_C,16.53944375,J7
1784,09102 Energy metabolism,J7_C,8.415059725,J7
1785,09103 Lipid metabolism,J7_C,4.293734789,J7
1786,09104 Nucleotide metabolism,J7_C,3.675047226,J7
1787,09105 Amino acid metabolism,J7_C,9.564230691,J7
1788,09106 Metabolism of other amino acids,J7_C,1.63773983,J7
1789,09107 Glycan biosynthesis and metabolism,J7_C,3.398612882,J7
1790,09108 Metabolism of cofactors and vitamins,J7_C,4.630942108,J7
1791,09122 Translation,J7_C,13.31847695,J7
1792,09124 Replication and repair,J7_C,1.127512414,J7
1793,09131 Membrane transport,J7_C,1.626377367,J7
1794,09132 Signal transduction,J7_C,1.648687715,J7
1795,09142 Cell motility,J7_C,4.491152943,J7
1796,09181 Protein families: metabolism,J7_C,2.277027627,J7
1797,09182 Protein families: genetic information processing,J7_C,9.740889969,J7
1798,09183 Protein families: signaling and cellular processes,J7_C,4.560392926,J7
1799,09191 Unclassified: metabolism,J7_C,4.743170512,J7
1800,Other,J7_C,4.311500575,J7
1801,09101 Carbohydrate metabolism,J8_A,17.0014544,J8
1802,09102 Energy metabolism,J8_A,8.697520357,J8
1803,09103 Lipid metabolism,J8_A,4.72351537,J8
1804,09104 Nucleotide metabolism,J8_A,3.408095234,J8
1805,09105 Amino acid metabolism,J8_A,9.622490525,J8
1806,09106 Metabolism of other amino acids,J8_A,1.903142882,J8
1807,09107 Glycan biosynthesis and metabolism,J8_A,3.187182607,J8
1808,09108 Metabolism of cofactors and vitamins,J8_A,4.778408544,J8
1809,09122 Translation,J8_A,12.13132019,J8
1810,09124 Replication and repair,J8_A,1.080971409,J8
1811,09131 Membrane transport,J8_A,1.679948123,J8
1812,09132 Signal transduction,J8_A,1.608736894,J8
1813,09142 Cell motility,J8_A,4.127730093,J8
1814,09181 Protein families: metabolism,J8_A,2.257352564,J8
1815,09182 Protein families: genetic information processing,J8_A,9.435731135,J8
1816,09183 Protein families: signaling and cellular processes,J8_A,4.502926597,J8
1817,09191 Unclassified: metabolism,J8_A,5.311302744,J8
1818,Other,J8_A,4.542170334,J8
1819,09101 Carbohydrate metabolism,J8_B,16.80472993,J8
1820,09102 Energy metabolism,J8_B,8.523108881,J8
1821,09103 Lipid metabolism,J8_B,4.604650434,J8
1822,09104 Nucleotide metabolism,J8_B,3.358356964,J8
1823,09105 Amino acid metabolism,J8_B,9.519924027,J8
1824,09106 Metabolism of other amino acids,J8_B,1.949884176,J8
1825,09107 Glycan biosynthesis and metabolism,J8_B,3.281717836,J8
1826,09108 Metabolism of cofactors and vitamins,J8_B,4.74533886,J8
1827,09122 Translation,J8_B,11.83257129,J8
1828,09124 Replication and repair,J8_B,1.072778759,J8
1829,09131 Membrane transport,J8_B,1.729545337,J8
1830,09132 Signal transduction,J8_B,1.725645851,J8
1831,09142 Cell motility,J8_B,4.30325288,J8
1832,09181 Protein families: metabolism,J8_B,2.144933591,J8
1833,09182 Protein families: genetic information processing,J8_B,9.526704032,J8
1834,09183 Protein families: signaling and cellular processes,J8_B,4.874447675,J8
1835,09191 Unclassified: metabolism,J8_B,5.37938111,J8
1836,Other,J8_B,4.623028369,J8
1837,09101 Carbohydrate metabolism,J8_C,16.33105149,J8
1838,09102 Energy metabolism,J8_C,8.558533728,J8
1839,09103 Lipid metabolism,J8_C,4.386222642,J8
1840,09104 Nucleotide metabolism,J8_C,3.617847251,J8
1841,09105 Amino acid metabolism,J8_C,9.528817911,J8
1842,09106 Metabolism of other amino acids,J8_C,1.748796114,J8
1843,09107 Glycan biosynthesis and metabolism,J8_C,3.450912061,J8
1844,09108 Metabolism of cofactors and vitamins,J8_C,4.606313439,J8
1845,09122 Translation,J8_C,13.42149064,J8
1846,09124 Replication and repair,J8_C,1.088855636,J8
1847,09131 Membrane transport,J8_C,1.557266959,J8
1848,09132 Signal transduction,J8_C,1.640502561,J8
1849,09142 Cell motility,J8_C,4.785741093,J8
1850,09181 Protein families: metabolism,J8_C,2.152091727,J8
1851,09182 Protein families: genetic information processing,J8_C,9.838466393,J8
1852,09183 Protein families: signaling and cellular processes,J8_C,4.587606995,J8
1853,09191 Unclassified: metabolism,J8_C,4.469245926,J8
1854,Other,J8_C,4.230237429,J8
1855,09101 Carbohydrate metabolism,J9_A,16.79456471,J9
1856,09102 Energy metabolism,J9_A,8.714180775,J9
1857,09103 Lipid metabolism,J9_A,4.65715065,J9
1858,09104 Nucleotide metabolism,J9_A,3.430857099,J9
1859,09105 Amino acid metabolism,J9_A,9.526359427,J9
1860,09106 Metabolism of other amino acids,J9_A,1.886230445,J9
1861,09107 Glycan biosynthesis and metabolism,J9_A,3.341938659,J9
1862,09108 Metabolism of cofactors and vitamins,J9_A,4.751256152,J9
1863,09122 Translation,J9_A,12.2957923,J9
1864,09124 Replication and repair,J9_A,1.062369228,J9
1865,09131 Membrane transport,J9_A,1.634868503,J9
1866,09132 Signal transduction,J9_A,1.618253136,J9
1867,09142 Cell motility,J9_A,4.268527309,J9
1868,09181 Protein families: metabolism,J9_A,2.161672556,J9
1869,09182 Protein families: genetic information processing,J9_A,9.549546903,J9
1870,09183 Protein families: signaling and cellular processes,J9_A,4.708032041,J9
1871,09191 Unclassified: metabolism,J9_A,5.149861725,J9
1872,Other,J9_A,4.448538377,J9
1873,09101 Carbohydrate metabolism,J9_B,16.77003904,J9
1874,09102 Energy metabolism,J9_B,8.75065084,J9
1875,09103 Lipid metabolism,J9_B,4.699454104,J9
1876,09104 Nucleotide metabolism,J9_B,3.43904842,J9
1877,09105 Amino acid metabolism,J9_B,9.606849026,J9
1878,09106 Metabolism of other amino acids,J9_B,1.941256674,J9
1879,09107 Glycan biosynthesis and metabolism,J9_B,3.281613948,J9
1880,09108 Metabolism of cofactors and vitamins,J9_B,4.7235413,J9
1881,09122 Translation,J9_B,12.53362046,J9
1882,09124 Replication and repair,J9_B,1.053086263,J9
1883,09131 Membrane transport,J9_B,1.617884296,J9
1884,09132 Signal transduction,J9_B,1.592375662,J9
1885,09142 Cell motility,J9_B,4.461442471,J9
1886,09181 Protein families: metabolism,J9_B,2.171185747,J9
1887,09182 Protein families: genetic information processing,J9_B,9.575611623,J9
1888,09183 Protein families: signaling and cellular processes,J9_B,4.447006447,J9
1889,09191 Unclassified: metabolism,J9_B,4.955114091,J9
1890,Other,J9_B,4.380219586,J9
1891,09101 Carbohydrate metabolism,J9_C,16.37841189,J9
1892,09102 Energy metabolism,J9_C,8.528588533,J9
1893,09103 Lipid metabolism,J9_C,4.358330597,J9
1894,09104 Nucleotide metabolism,J9_C,3.67212619,J9
1895,09105 Amino acid metabolism,J9_C,9.509570977,J9
1896,09106 Metabolism of other amino acids,J9_C,1.657067976,J9
1897,09107 Glycan biosynthesis and metabolism,J9_C,3.478086828,J9
1898,09108 Metabolism of cofactors and vitamins,J9_C,4.605392432,J9
1899,09122 Translation,J9_C,13.45048373,J9
1900,09124 Replication and repair,J9_C,1.108497295,J9
1901,09131 Membrane transport,J9_C,1.548902724,J9
1902,09132 Signal transduction,J9_C,1.657924315,J9
1903,09142 Cell motility,J9_C,4.596225705,J9
1904,09181 Protein families: metabolism,J9_C,2.202154202,J9
1905,09182 Protein families: genetic information processing,J9_C,9.821353472,J9
1906,09183 Protein families: signaling and cellular processes,J9_C,4.666898132,J9
1907,09191 Unclassified: metabolism,J9_C,4.553995272,J9
1908,Other,J9_C,4.205989732,J9
1909,09101 Carbohydrate metabolism,M1_A,17.89385783,M1
1910,09102 Energy metabolism,M1_A,8.258214446,M1
1911,09103 Lipid metabolism,M1_A,4.817807271,M1
1912,09104 Nucleotide metabolism,M1_A,3.884256083,M1
1913,09105 Amino acid metabolism,M1_A,9.917232933,M1
1914,09106 Metabolism of other amino acids,M1_A,1.519205736,M1
1915,09107 Glycan biosynthesis and metabolism,M1_A,2.867970273,M1
1916,09108 Metabolism of cofactors and vitamins,M1_A,5.304944178,M1
1917,09122 Translation,M1_A,13.47447052,M1
1918,09124 Replication and repair,M1_A,1.226243278,M1
